"id","name_th","name_en","title","details","price","latitude","longitude","user_slug","link","contact_info","facilities","routed_distance","routed_time","nearest_stations","nearest_station_lat","nearest_station_long"
8,"OKA HAUS Sukhumvit 36","OKA HAUS Sukhumvit 36","Rent 1 bed 1 bath 35 sqm Oka Haus Sukhumvit 36 Condo BTS Thonglor 1.3KmMinimum rent 1 is year Can negotiate","<p>Rent <strong>1 bed 1 bath 35 sqm</strong> <strong>Oka Haus Sukhumvit 36</strong> Condo BTS Thonglor 1.3Km</p><p><strong>Minimum rent 1</strong> is year Can negotiate <strong>line id : 099-789-2696 /phone/Line&nbsp;line id : Thaihomeagency</strong></p><p><br></p><p>Rent <strong>1 bed 1 bath 35 sqm </strong>Floor 40+</p><p>Price <strong>20,000 bath</strong> /month</p><p><br></p><ul><li>สวนเพลิน <strong>Market</strong>&nbsp;~ 400 m.</li><li><strong>BigC rama 4&nbsp;</strong>~ 750 m.</li><li><strong>K Village</strong>&nbsp;~ 900 m.</li><li><strong>BTS, Sky train thonglor</strong>&nbsp;~ 1.3&nbsp;km.</li><li><strong>Gateway Ekkamai&nbsp;</strong>~ 1.5&nbsp;km.</li><li><strong>Tesco Lotus</strong> พระราม 4&nbsp;~ 1.6 km. (รวมระยะกลับรถ)</li><li>กล้วยน้ำไท&nbsp;<strong>Hospital </strong>&nbsp;~ 1.6 km.</li><li><strong>Sukhumvit Hospital</strong>&nbsp;~ 1.9&nbsp;km.</li><li><strong>Major Cineplex Ekkamai</strong>&nbsp;~ 2.1&nbsp;&nbsp;km.</li></ul><p><br></p><p>Ready to move in . New room , all Electric appliance&nbsp;</p><p>&nbsp;</p><p>( ****For Rent:<strong>&nbsp;Minimum contract 1 year</strong>&nbsp;And you have to pay THE RENT 2 month for deposite +&nbsp;</p><p>&nbsp;1 Months in advance******&nbsp;</p><p>&nbsp;</p><p>Interested ,Arrange a site with visit&nbsp;<strong>Ming 099-789-2696&nbsp;Call me</strong>&nbsp;is the best way&nbsp;</p><p>Email :<strong> </strong></p><p><a href=""mailto:Thaihomeagency@gmail.com"" rel=""noopener noreferrer"" target=""_blank""><strong>Thaihomeagency@gmail.com</strong></a></p><p><strong>Take care throughout the rental contract</strong></p><p><strong>experience8 year</strong></p>","20000","13.71581659529079","100.5748071883606",NULL,"/en/listings/rent-1-bed-1-bath-35-sqm-oka-haus-sukhumvit-36-condo-bts-thonglor-1-3kmminimum-rent-1-is-year-can-negotiate---4436379","[{""name"": ""Ming"", ""phone"": [""0997892696""], ""lineId"": ""thaihomeagency"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": """", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": false, ""wifi"": true, ""sauna"": false, ""steam"": true, ""fitness"": true, ""jacuzzi"": false, ""keycard"": true, ""laundry"": false, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": true, ""allowPet"": false, ""security"": true, ""evCharger"": false, ""playground"": true, ""restaurant"": false, ""fingerprint"": false, ""accessControl"": false, ""bicycleParking"": false, ""motorcycleParking"": false}",NULL,NULL,NULL,NULL,NULL
10,"Altitude Unicorn Sathorn - Thapra","Altitude Unicorn Sathorn - Thapra","Available Now!! For rent Altitude Unicorn Sathorn-Thapra Close To BTS Talat Phu Fully Furnished ","<p>Ideo Sathorn-Thapra</p><p>25sqm floor26</p><p>13,000</p><p><br></p><p><a href=""https://l.facebook.com/l.php?u=https%3A%2F%2Flin.ee%2FLep6HEN%3Ffbclid%3DIwAR39UlIgc60s-qkhjlsl7P-DgXyVhCju7JBQvwsbAkqruSI_BZ5K5ssJ7Tw&amp;h=AT18dw0cGLScayiL7HFTNl-X8fPaOtDGa-FgQOmGo8awFCqJxMcIpGQ1PdymYIX-ATZ4unzRDH_My1ff2Rf2zZgE_jvWJ9plyzDqhYeT1qryY8LBbOsJIzSvKr0G38cSsoe2nbLyN2coORMEJeEkoHA&amp;__tn__=-UK-R&amp;c[0]=AT1WnQzdRzSHDiGgG04xudo9RzfsuVS738Y0_wYgWomRrjRFaVl-z8dSelykJCWyL1z6ZMB3RmMdEHxavFR7XZoYj74l08PqrSZLFk1d-9a7RanpgIRN9szOyI5WJCNX1HK40jrDt44sTF6CDmVeegT-ghrMSA"" rel=""noopener noreferrer"" target=""_blank"" style=""color: var(--blue-link);"">https://lin.ee/Lep6HEN</a></p><p>LineID: @urban8</p>","13000","13.713053980418598","100.47480774933085","urban8property","/en/listings/available-now-for-rent-altitude-unicorn-sathorn-thapra-close-to-bts-talat-phu-fully-furnished---3822414","[{""name"": ""Urban8property"", ""phone"": [""0624294195""], ""lineId"": ""@urban8"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": """", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": true, ""wifi"": false, ""sauna"": false, ""steam"": false, ""fitness"": true, ""jacuzzi"": false, ""keycard"": true, ""laundry"": false, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": false, ""allowPet"": false, ""security"": true, ""evCharger"": false, ""playground"": false, ""restaurant"": false, ""fingerprint"": true, ""accessControl"": false, ""bicycleParking"": false, ""motorcycleParking"": false}",NULL,NULL,NULL,NULL,NULL
1,"Lumpini Place Rama IX - Ratchada","Lumpini Place Rama IX - Ratchada","💥Best price 💥Vacant condo for rent, near MRT Rama 9, Lumpini place Rama 9, fully furnished, ready to move in","<p>💥 💥Condo available for rent near MRT Rama 9, Lumpini place Rama9, fully furnished, ready to move in&nbsp;</p><p>&nbsp;</p><p>&nbsp;Rental contract: minimum 1 year / advance payment 1 month, room insurance 2 months Room type: 1 bedroom, 1 bathroom&nbsp;</p><p>&nbsp;</p><p>&nbsp;Rental price 12,000 baht 9th floor&nbsp;</p><p>&nbsp;Building D&nbsp;</p><p>&nbsp;Size: 32 sq m.&nbsp;</p><p>&nbsp;Fully furnished with electrical appliances. Ready to move in&nbsp;</p><p>&nbsp;</p><p>&nbsp;If interested, please contact us for more information at: 094-6161-474 tawan, 062-996-5155(Q)&nbsp;</p><p>&nbsp;Line: @forenestate&nbsp;</p><p>&nbsp;or click the link to add Line: https://lin.ee/JcVU5ju</p>","12000","13.756707096964647","100.57127125414074","forenestate","/en/listings/best-price-vacant-condo-for-rent-near-mrt-rama-9-lumpini-place-rama-9-fully-furnished-ready-to-move-in---4546454","[{""name"": ""ForenEstate"", ""phone"": [""0629965155""], ""lineId"": ""@forenestate"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": ""66"", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": true, ""wifi"": false, ""sauna"": true, ""steam"": false, ""fitness"": true, ""jacuzzi"": false, ""keycard"": true, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": true, ""security"": true, ""playground"": true, ""restaurant"": true, ""fingerprint"": false, ""bicycleParking"": false}",NULL,NULL,NULL,NULL,NULL
9,"Life One Wireless","Life One Wireless","Life One Wireless :35 sq.m., 32th floor, BTS Ploenchit, beautiful room, fully furnished soft creamy white furniture, complete electrical appliances","<p>Fully furnished Studio type1 bedroom 1 bathroom condo for rent with a floorsize of 35 sq.m., located on the 32th floor, at <strong>Life One Wireless</strong> building, in the popular Ploenchit district with city view,Near to BTS Phloen Chit</p><p><br></p><p>23,900/month</p><p><br></p><p>Meticulously Fully Decoration:</p><p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;White Luxury style</p><p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Premium Materials: White, Light wood Wall and Cupboard Tops, Color-mirror</p><p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Practical Design: enough storage for everyday uses, expandable table, extra storages with Mirror in bathrooms</p><p>Fully equipped Electrical Appliance: TV, refrigerator., washer, microwave oven, stovetop, water heater, 3 air conditioners</p><p>Convenient&nbsp;:</p><p>-High Garden Promenade 42nd Floor</p><p>-Amphitheater Wireless Social Club</p><p>-Leisure Theater Lounge with Sky View Lobby</p><p>-SKY BAR 43rd Floor</p><p>-Dazzling Swimming Pool Panoramic View</p><p>-Social Club</p><p>-Swimming pool</p><p>-Sauna room</p><p>-library</p><p>-Laundry room (equipment not included)</p><p>-Fitness</p><p>-Sky Lounge</p><p>-Access Key Card</p><p>-Security &amp; CCTV 24 hours</p><p><br></p><p>The trip&nbsp;:</p><p>BTS Chit Lom 900m.</p><p>BTS Phloen Chit&nbsp;650m.</p><p><br></p><p>Near ... the leading lifestyle source&nbsp;:</p><p>Central Embassy – 260 m.</p><p>Central Chit Lom&nbsp;- 620 m.</p><p>Gaysorn Plaza –&nbsp;910 m</p><p>Central World Department Store&nbsp;- 1km</p><p>HomePro Plus Phoen Chit&nbsp;- 3m.</p><p>Bumrungrat Hospital&nbsp;-&nbsp;800m.</p><p>Nai Lert Park Heritage Home</p><p>BDMS Wellness Resort Bangkok</p><p>Embassy of Switzerland</p><p>Mater Dei School – 1 km (3 minutes by car)</p><p><br></p><p>** View the property via live video. Just let us know and we will set up a live video for you.</p><p><br></p><p>contact us to schedule a viewing.</p><p>https://lin.ee/Lep6HEN</p><p>LineID: @urban8</p>","23900","13.748008595979432","100.54857880153557","urban8property","/en/listings/life-one-wireless-35-sq-m-32th-floor-bts-ploenchit-beautiful-room-fully-furnished-soft-creamy-white-furniture-complete-electrical-appliances---3852842","[{""name"": ""Urban8property"", ""phone"": [""0624294195""], ""lineId"": ""@urban8"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": """", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": false, ""wifi"": false, ""sauna"": false, ""steam"": false, ""fitness"": true, ""jacuzzi"": false, ""keycard"": false, ""laundry"": false, ""library"": true, ""massage"": false, ""parking"": true, ""shuttle"": false, ""allowPet"": false, ""security"": true, ""evCharger"": false, ""playground"": false, ""restaurant"": false, ""fingerprint"": true, ""accessControl"": false, ""bicycleParking"": false, ""motorcycleParking"": false}",NULL,NULL,NULL,NULL,NULL
14,"Rhythm Sathorn","Rhythm Sathorn","For rent 📣Rhythm Sathorn📣 new room, beautiful view, furniture, complete electrical appliances, near BTS.","<p>Price: 17,000 baht / month</p><p>Size: 35.5 sqm.</p><p>Floor: 23</p><p><br></p><p>Room type: ONE BEDROOM</p><p><br></p><p><br></p><p>Facilities: Convenience store, CCTV, key card Access, Swimming pool, Fitness Center, laundry room, 24hrs security guard,</p><p><br></p><p>Furniture: TV, Sofa, Storage, Shelves, Air conditioners, Cabinets, Built-in Wardrobes, Microwave, Refrigerator, Washing Machine.</p><p><br></p><p>Fully Built-in, fully furnished! Near BTS, near the expressway, ready to move in!</p><p><br></p><p>Interested please contact:</p><p>📞Call center: 02-114-8815&nbsp;</p><p>📱Pat: 098-459-1251</p><p>📲Whatsapp: 098-459-1251</p><p><br></p><p>🖱️Line: @psproperty</p><p>https://lin.ee/d8bpOBs</p>","17000","13.717909685388824","100.5168087521496","ps-property","/en/listings/for-rent-rhythm-sathorn-new-room-beautiful-view-furniture-complete-electrical-appliances-near-bts---4273809","[{""name"": ""PS PROPERTY "", ""phone"": [""021148815"", ""0939628355"", ""0984591251""], ""lineId"": ""@psproperty"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": ""66"", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": false, ""wifi"": false, ""sauna"": true, ""steam"": false, ""fitness"": true, ""jacuzzi"": false, ""keycard"": true, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": false, ""security"": true, ""playground"": false, ""restaurant"": false, ""fingerprint"": false, ""bicycleParking"": false}",NULL,NULL,NULL,NULL,NULL
16,"XT HUAIKHWANG","XT HUAIKHWANG","Condo for rent XT Huaikwang, complete furniture and electrical appliances. There are many rooms, very beautiful rooms.","<p>Condo for rent XT Huaikwang, complete furniture and electrical appliances. There are many rooms, very beautiful rooms.</p><p><br></p><p>Room 30 sq m</p><p>Rent only 16,000 baht</p><p><br></p><p>Complete furniture and electrical appliances</p><p>1 bedroom, 1 bathroom</p><p><br></p><p>contact</p><p>Bee 095-2465879</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;099-3258978</p><p>Line @bkkproperty8 (with @ too)</p><p><br></p><p>https://lin.ee/pSJxuif</p>","16000","13.780337815666243","100.57562937641003",NULL,"/en/listings/condo-for-rent-xt-huaikwang-complete-furniture-and-electrical-appliances-there-are-many-rooms-very-beautiful-rooms---4219485","[{""name"": ""\u0e40\u0e01\u0e28\u0e13\u0e31\u0e0f\u0e10\u0e01\u0e31\u0e25\u0e22\u0e4c \u0e04\u0e23\u0e38\u0e1e\u0e07\u0e28\u0e4c"", ""phone"": [""0952465879""], ""lineId"": ""@bkkproperty8"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": """", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": true, ""wifi"": true, ""sauna"": false, ""steam"": true, ""fitness"": true, ""jacuzzi"": false, ""keycard"": true, ""laundry"": false, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": false, ""allowPet"": false, ""security"": true, ""evCharger"": false, ""playground"": true, ""restaurant"": false, ""fingerprint"": false, ""accessControl"": false, ""bicycleParking"": true, ""motorcycleParking"": false}",NULL,NULL,NULL,NULL,NULL
20,"MODIZ Sukhumvit 50","MODIZ Sukhumvit 50","💥 Condo for rent, On Nut area, Modiz sukhumvit 50 (Modiz Sukhumvit 50), near BTS On Nut, only 700 meters, fully furnished, ready to move in.","<p>💥 Condo for rent, On Nut area, Modiz sukhumvit 50 (Modiz Sukhumvit 50), near BTS On Nut, only 700 meters, fully furnished, ready to move in&nbsp;</p><p>&nbsp;</p><p>&nbsp;Rental contract: minimum 1 year / advance payment 1 month, room insurance 2 months Room type: 1 bedroom, 1 bathroom&nbsp;</p><p>&nbsp;</p><p>&nbsp;Rental price 12,000 baht Building B</p><p>&nbsp;4th floor&nbsp;</p><p>&nbsp;Size: 25 sq m.&nbsp;</p><p>&nbsp;Fully furnished and electrical appliances. Ready to move in&nbsp;</p><p>&nbsp;</p><p>&nbsp;If interested, contact for more information at Tel: 094-6161-474 tawan, 062-996-5155(Q)&nbsp;</p><p>&nbsp;Line: @forenestate&nbsp;</p><p>&nbsp;or click the link to add Line: https://lin.ee /JcVU5ju</p>","12000","13.705276919952233","100.59753427167453","forenestate","/en/listings/condo-for-rent-on-nut-area-modiz-sukhumvit-50-modiz-sukhumvit-50-near-bts-on-nut-only-700-meters-fully-furnished-ready-to-move-in--b1ce09a5---4177102","[{""name"": ""ForenEstate"", ""phone"": [""0629965155""], ""lineId"": ""@forenestate"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": ""66"", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": true, ""wifi"": false, ""sauna"": false, ""steam"": false, ""fitness"": true, ""jacuzzi"": true, ""keycard"": true, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": true, ""security"": true, ""playground"": true, ""restaurant"": false, ""fingerprint"": false, ""bicycleParking"": false}",NULL,NULL,NULL,NULL,NULL
23,"THE LINE Phahon - Pradipat","THE LINE Phahon - Pradipat","Available Now!! The Line Phahol-Pradipat  Close to BTS Saphankwai Fully Furnished","<p>For rent The Line Phahol-Pradipat&nbsp;Close To BTS Saphankwai FULLY FURNISHED</p><p>30 sqm floor 40+</p><p>17,000</p><p><br></p><p>Please contact us to schedule a viewing.</p><p>https://lin.ee/Lep6HEN</p><p>LineID: @urban8</p>","17000","13.79017709115996","100.5460764443096","urban8property","/en/listings/available-now-the-line-phahol-pradipat-close-to-bts-saphankwai-fully-furnished---4382789","[{""name"": ""Urban8property"", ""phone"": [""0624294195""], ""lineId"": ""@urban8"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": """", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": true, ""wifi"": true, ""sauna"": true, ""steam"": false, ""fitness"": true, ""jacuzzi"": false, ""keycard"": true, ""laundry"": false, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": true, ""allowPet"": false, ""security"": true, ""evCharger"": false, ""playground"": true, ""restaurant"": true, ""fingerprint"": false, ""accessControl"": false, ""bicycleParking"": true, ""motorcycleParking"": false}",NULL,NULL,NULL,NULL,NULL
25,"The Kith Plus Nawamin","The Kith Plus Nawamin","Condo for rent, The Kith Plus Nawamin Project, 32 sqm.","<p>Condo for rent, The Kith Plus Nawamin Project, 32 sqm.</p><p>Area: 32 square meters, bedrooms: 1</p><p>&nbsp;living room, 1&nbsp;</p><p>&nbsp;kitchen, 1</p><p>&nbsp;bathroom: 1</p><p><br></p><p>&nbsp;Condo for rent, The Kith Plus Nawamin project, 32 sqm.&nbsp;</p><p><br></p><p>Contract term: 1 year (2 months deposit, 1 month advance payment)</p><p>&nbsp;Facilities and utilities :</p><p><br></p><p>- 2 air conditioners - Bathroom sanitary ware (sanitary ware)&nbsp;</p><p>- Bed + 5 feet mattress&nbsp;</p><p>- Kitchen (Kitchen)</p><p><br></p><p>- 2-door refrigerator (Refrigerator)- 42 LED TV (Television&nbsp;</p><p>- Microwave (Microwave)</p><p>- Water Heater</p><p><br></p><p>- Washing machine - TV &amp; Stereo cabinet (TV &amp; Stereo cabinet )</p><p>&nbsp;- Large wardrobe (Clothes cupboard)&nbsp;</p><p><br></p><p>- Curtains, every window, every door (curtain &amp; mosquito wirge screen)- dining table + 2 chairs</p><p>- 1 parking lot ( 1 parking lot)</p><p><br></p><p>- Key card access to the building and 24 hour security guards (Electronic Key-card Entrance + 24 hour Security Guard)</p><p>- Fire Alarms - Project utilities include fitness center, sauna&nbsp;</p><p><br></p><p>&nbsp;Condo for rent&nbsp;</p><p><br></p><p>Convenient transportation, few minutes from the BTS, fully furnished. Ready to move in immediately&nbsp;</p><p><br></p><p>You can make an appointment to see the room. Minimum 1 year rental contract</p><p>. If interested, chat or call&nbsp;</p><p>&nbsp;081-1721930 , 0612714375 Line ID: 0811721930 / qr.condo</p>","7000","13.8355008","100.65720950000002","qrtec-condo","/en/listings/condo-for-rent-the-kith-plus-nawamin-project-32-sqm---3487206","[{""name"": ""qrtec  condo"", ""phone"": [""0811721930""], ""lineId"": ""0811721930"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": """", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": false, ""wifi"": false, ""sauna"": true, ""steam"": false, ""fitness"": true, ""jacuzzi"": false, ""keycard"": true, ""library"": false, ""massage"": false, ""parking"": true, ""shuttle"": false, ""security"": true, ""playground"": true, ""restaurant"": false, ""fingerprint"": false, ""bicycleParking"": false}",NULL,NULL,NULL,NULL,NULL
21,"The Cabana","The Cabana","🎊Giant company for rent 🎊 The Cabana Condo, condo near Samrong BTS 🚄 beautiful room, fully furnished, ready to move in 🎉 Price 8,000","<p>🎅 Giant for sale/rent 🎅</p><p><br></p><p>------------------------------------</p><p><br></p><p>The Cabana Condo 🏡 Condo near Samrong BTS.</p><p><br></p><p>&nbsp;Rent 8,000</p><p><br></p><p>8th floor, Building C, size 30 sq m.</p><p><br></p><p><br></p><p><br></p><p>🔶 Facilities in the project</p><p><br></p><p>Salt system swimming pool</p><p><br></p><p>fitness room</p><p><br></p><p>Library and meeting rooms (Free Wifi)</p><p><br></p><p>Security key card system</p><p><br></p><p>CCTV cameras and security guards provide 24-hour security.</p><p><br></p><p>Parking space: 1 room per 1 car.</p><p><br></p><p>large roof garden</p><p><br></p><p>🔶 Public travel</p><p><br></p><p>- BTS Samrong 700 m. (can walk through the Imperial Department Store to BTS Samrong)</p><p><br></p><p>- Motorcycles for hire in front of the project</p><p><br></p><p>-7-11 project page</p><p><br></p><p>🔶Important places Near Samrong Hospital 450 m. Imperial World Samrong Department Store, Big C 400 m. Samrong Market, Iam Charoen Market 400 m. Convenience stores and many shops and restaurants. Complete facilities and entertainment</p><p><br></p><p>-------------------------------------------------- ------</p><p><br></p><p>*Interested in additional details or pictures or making an appointment to see the room?</p><p><br></p><p>062-7616409 , 02-0966658 (Nest Yaek Yaek Property)</p><p><br></p><p>Line id : 0627616409</p><p><br></p><p>https://lin.ee/Xlxh7xJ</p>","8000","13.652992364989146","100.59307491610525",NULL,"/en/listings/giant-company-for-rent-the-cabana-condo-condo-near-samrong-bts-beautiful-room-fully-furnished-ready-to-move-in-price-8-000---3926785","[{""name"": ""YAKYAI Property"", ""phone"": [""0627616409""], ""lineId"": ""@yakyaiproperty"", ""isAgency"": false, ""companyNumber"": """", ""companyName"": """", ""whatsapp"": """", ""hideEmail"": false}]","{""cctv"": true, ""lift"": true, ""park"": true, ""pool"": true, ""shop"": true, ""wifi"": true, ""sauna"": false, ""steam"": false, ""fitness"": true, ""jacuzzi"": true, ""keycard"": true, ""library"": true, ""massage"": false, ""parking"": true, ""shuttle"": true, ""security"": true, ""playground"": false, ""restaurant"": false, ""fingerprint"": false, ""bicycleParking"": true}",NULL,NULL,NULL,NULL,NULL
